crop_name,crop_type,growth_stage,stage_duration,disease,pest,soil_type,climate,season,fertilizer
Củ sắn dây,RootVegetable,Phát triển củ,150,Bệnh thối rễ,Tuyến trùng,Đất cát pha,Nóng ẩm,Xuân Hè,Phân Kali
Củ sắn dây,RootVegetable,Thu hoạch,30,Bệnh thối củ,Rệp sáp,Đất cát pha,Nóng ẩm,Xuân Hè,Phân Kali
Củ củ đậu,RootVegetable,Nảy mầm,10,Bệnh thối rễ,Tuyến trùng,Đất cát pha,Ấm áp,Xuân Hè,Phân Hữu cơ
Củ củ đậu,RootVegetable,Phát triển củ,90,Bệnh đốm lá,Sâu ăn lá,Đất cát pha,Ấm áp,Xuân Hè,Phân Kali
Củ củ đậu,RootVegetable,Thu hoạch,20,Bệnh thối củ,Tuyến trùng,Đất cát pha,Ấm áp,Xuân Hè,Phân Kali
Hành tỏi Lý Sơn,RootVegetable,Nảy mầm,10,Bệnh sương mai,Bọ trĩ,Đất cát pha,Mát mẻ,Đông Xuân,Phân Hữu cơ
Hành tỏi Lý Sơn,RootVegetable,Phát triển củ,60,Bệnh gỉ sắt,Sâu gặm củ,Đất cát pha,Mát mẻ,Đông Xuân,Phân Kali
Hành tỏi Lý Sơn,RootVegetable,Thu hoạch,20,Bệnh thối củ,Bọ trĩ,Đất cát pha,Mát mẻ,Đông Xuân,Phân Kali
Hành tăm,RootVegetable,Nảy mầm,8,Bệnh sương mai,Sâu hành,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Hành tăm,RootVegetable,Thu hoạch,20,Bệnh thối củ,Bọ trĩ,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Kali
Củ kiệu,RootVegetable,Nảy mầm,12,Bệnh sương mai,Bọ trĩ,Đất cát pha,Mát mẻ,Đông Xuân,Phân Hữu cơ
Củ kiệu,RootVegetable,Phát triển củ,70,Bệnh thối rễ,Sâu gặm củ,Đất cát pha,Mát mẻ,Đông Xuân,Phân Kali
Củ kiệu,RootVegetable,Thu hoạch,20,Bệnh thối củ,Bọ trĩ,Đất cát pha,Mát mẻ,Đông Xuân,Phân Kali
Hành hương,RootVegetable,Nảy mầm,8,Bệnh sương mai,Sâu hành,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Hành hương,RootVegetable,Thu hoạch,15,Bệnh thối củ,Sâu hành,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Kali
Củ nghệ đen,RootVegetable,Nảy mầm,15,Bệnh thối củ,Tuyến trùng,Đất tơi xốp,Nóng ẩm,Xuân Hè,Phân Hữu cơ
Củ nghệ đen,RootVegetable,Thu hoạch,30,Bệnh thối củ,Tuyến trùng,Đất tơi xốp,Nóng ẩm,Xuân Hè,Phân Kali
Củ nghệ trắng,RootVegetable,Nảy mầm,15,Bệnh thối củ,Tuyến trùng,Đất tơi xốp,Nóng ẩm,Xuân Hè,Phân Hữu cơ
Củ nghệ trắng,RootVegetable,Thu hoạch,30,Bệnh thối củ,Tuyến trùng,Đất tơi xốp,Nóng ẩm,Xuân Hè,Phân Kali
Củ gừng sẻ,RootVegetable,Nảy mầm,15,Bệnh thối củ,Tuyến trùng,Đất tơi xốp,Nóng ẩm,Xuân Hè,Phân Hữu cơ
Củ gừng sẻ,RootVegetable,Thu hoạch,30,Bệnh thối củ,Tuyến trùng,Đất tơi xốp,Nóng ẩm,Xuân Hè,Phân Kali
Măng bát độ,StemVegetable,Mọc mầm,15,Bệnh thối măng,Bọ xít,Đất đồi núi,Nóng ẩm,Quanh năm,Phân Hữu cơ
Măng bát độ,StemVegetable,Thu hoạch,45,Bệnh thối măng,Sâu đục thân,Đất đồi núi,Nóng ẩm,Quanh năm,Phân NPK
Măng giang,StemVegetable,Mọc mầm,20,Bệnh thối măng,Bọ xít,Đất đồi núi,Mát mẻ,Quanh năm,Phân Hữu cơ
Măng giang,StemVegetable,Thu hoạch,40,Bệnh thối măng,Sâu vòi xịt,Đất đồi núi,Mát mẻ,Quanh năm,Phân NPK
Măng nứa,StemVegetable,Mọc mầm,20,Bệnh thối măng,Bọ xít,Đất đồi núi,Mát mẻ,Quanh năm,Phân Hữu cơ
Măng nứa,StemVegetable,Thu hoạch,40,Bệnh thối măng,Sâu vòi xịt,Đất đồi núi,Mát mẻ,Quanh năm,Phân NPK
Rau sắng chùa Hương,LeafyVegetable,Mọc mầm,20,Bệnh thối rễ,Sâu ăn lá,Đất đồi núi,Ấm áp,Quanh năm,Phân Hữu cơ
Rau sắng chùa Hương,LeafyVegetable,Thu hoạch,60,Bệnh đốm lá,Sâu đục thân,Đất đồi núi,Ấm áp,Quanh năm,Phân đạm
Rau bò khai rừng,LeafyVegetable,Mọc mầm,15,Bệnh thối rễ,Sâu ăn lá,Đất đồi núi,Ấm áp,Quanh năm,Phân Hữu cơ
Rau bò khai rừng,LeafyVegetable,Thu hoạch,40,Bệnh đốm lá,Rệp sáp,Đất đồi núi,Ấm áp,Quanh năm,Phân đạm
Rau đắng đất,LeafyVegetable,Nảy mầm,5,Bệnh thối rễ,Sâu ăn lá,Đất cát pha,Ấm áp,Quanh năm,Phân đạm
Rau đắng đất,LeafyVegetable,Thu hoạch,20,Bệnh đốm lá,Sâu khoang,Đất cát pha,Ấm áp,Quanh năm,Phân đạm
Rau dền gai,LeafyVegetable,Nảy mầm,4,Bệnh đốm lá,Sâu khoang,Đất phù sa,Nóng ẩm,Hè Thu,Phân đạm
Rau dền gai,LeafyVegetable,Thu hoạch,10,Bệnh đốm lá,Sâu khoang,Đất phù sa,Nóng ẩm,Hè Thu,Phân đạm
Rau dền cơm,LeafyVegetable,Nảy mầm,4,Bệnh đốm lá,Sâu khoang,Đất phù sa,Nóng ẩm,Hè Thu,Phân đạm
Rau dền cơm,LeafyVegetable,Thu hoạch,10,Bệnh đốm lá,Sâu khoang,Đất phù sa,Nóng ẩm,Hè Thu,Phân đạm
Rau dền ba màu,LeafyVegetable,Nảy mầm,4,Bệnh đốm lá,Sâu khoang,Đất phù sa,Nóng ẩm,Hè Thu,Phân đạm
Rau dền ba màu,LeafyVegetable,Thu hoạch,10,Bệnh đốm lá,Sâu khoang,Đất phù sa,Nóng ẩm,Hè Thu,Phân đạm
Rau diếp ngô,LeafyVegetable,Nảy mầm,5,Bệnh thối bẹ,Sâu ăn lá,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Rau diếp ngô,LeafyVegetable,Thu hoạch,20,Bệnh thối rễ,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân đạm
Rau diếp thơm,LeafyVegetable,Nảy mầm,5,Bệnh thối bẹ,Sâu ăn lá,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Rau diếp thơm,LeafyVegetable,Thu hoạch,20,Bệnh thối rễ,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân đạm
Rau tần ô,LeafyVegetable,Nảy mầm,4,Bệnh thối bẹ,Sâu đo,Đất phù sa,Mát mẻ,Đông Xuân,Phân đạm
Rau tần ô,LeafyVegetable,Thu hoạch,10,Bệnh thối bẹ,Sâu đo,Đất phù sa,Mát mẻ,Đông Xuân,Phân đạm
Thì là lá rậm,LeafyVegetable,Nảy mầm,7,Bệnh thối rễ,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân Hữu cơ
Thì là lá rậm,LeafyVegetable,Thu hoạch,15,Bệnh thối rễ,Rệp muội,Đất tơi xốp,Mát mẻ,Đông Xuân,Phân đạm
Rau thì là thân gỗ,LeafyVegetable,Nảy mầm,8,Bệnh thối rễ,Rệp muội,Đất tơi xốp,Mát mẻ,Quanh năm,Phân Hữu cơ
Rau thì là thân gỗ,LeafyVegetable,Thu hoạch,25,Bệnh thối gốc,Rệp muội,Đất tơi xốp,Mát mẻ,Quanh năm,Phân đạm
Măng tây xanh,StemVegetable,Nảy mầm,15,Bệnh thán thư,Bọ trĩ,Đất cát pha,Ấm áp,Quanh năm,Phân Hữu cơ
Măng tây xanh,StemVegetable,Thu hoạch,60,Bệnh thán thư,Sâu khoang,Đất cát pha,Ấm áp,Quanh năm,Phân Kali
Măng tây tím,StemVegetable,Nảy mầm,15,Bệnh thán thư,Bọ trĩ,Đất cát pha,Ấm áp,Quanh năm,Phân Hữu cơ
Măng tây tím,StemVegetable,Thu hoạch,60,Bệnh thán thư,Sâu khoang,Đất cát pha,Ấm áp,Quanh năm,Phân Kali
Măng tây trắng,StemVegetable,Nảy mầm,15,Bệnh thán thư,Bọ trĩ,Đất cát pha,Ấm áp,Quanh năm,Phân Hữu cơ
Măng tây trắng,StemVegetable,Thu hoạch,60,Bệnh thán thư,Sâu khoang,Đất cát pha,Ấm áp,Quanh năm,Phân Kali
Rau mương,LeafyVegetable,Nảy mầm,6,Bệnh thối rễ,Sâu ăn lá,Đất ẩm,Ấm áp,Quanh năm,Phân đạm
Rau mương,LeafyVegetable,Thu hoạch,20,Bệnh đốm lá,Rệp muội,Đất ẩm,Ấm áp,Quanh năm,Phân đạm
Rau trai,LeafyVegetable,Nảy mầm,5,Bệnh thối rễ,Sâu ăn lá,Đất ẩm,Ấm áp,Quanh năm,Phân đạm
Rau trai,LeafyVegetable,Thu hoạch,20,Bệnh đốm lá,Sâu khoang,Đất ẩm,Ấm áp,Quanh năm,Phân đạm
